pet_id,pet_scientific_name,pet_vernacular_name,pet_genus,pet_family,pet_body_shape,pet_traits,pet_max_length,pet_max_weight,pet_longevity,pet_habitat,pet_temperature,pet_ph_range,pet_water_hardness,pet_tank_size,pet_migration_type,pet_danger,pet_is_native,pet_comments,pet_aquarium,pet_cost,pet_image_ref,pet_banned,pet_invasive_risk,pet_care_level,pet_diet
206t,Mauremys reevesii,"Reeves’ turtle, Chinese three-keeled pond turtle",Mauremys,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Black, brown yellow"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Black""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Unknown""}",30.0,3.767,24.3,Wetlands,,,,120.0,,,Not Native,"Used as Medicine - human & veterinary, Establishing ex-situ production , Food - human. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Various Plants And Small Animals Such As Worms, Snails, Insects, And Fish""}"
207t,Mauremys rivulata,"Western caspian turtle, Balkan terrapin",Mauremys,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Brown/Green"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow, brown""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Stable""}",24.4,2.112,50.0,Wetlands,,,,100.0,,,Not Native,Used as Null. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Fish And Shrimp, Aquatic Animals, Insects; Plants""}"
208t,Mauremys sinensis,Chinese stripe-necked turtle,Mauremys,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown"", ""dorsal_colour"": ""Gray/Green"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light brown yellow, white""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",27.1,2.833,22.8,Forest/Wetlands,,,,110.0,,,Not Native,"Used as Pets/display animals, horticulture, Food - human, Establishing ex-situ production. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Grass And Other Plants, Flowers, Small Insects, And Their Larvae""}"
209t,Melanochelys tricarinata,Tricarinate hill turtle,Melanochelys,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Striped"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",19.6,1.8,40.0,Forest/Grassland/Savanna/Wetlands,,,,80.0,,,Not Native,"Used as Food - human, Handicrafts, jewellery. Hidden-necked retraction mechanism. Usually exhibits Crepuscular activity patterns.",,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Fruits and vegetation""}"
210t,Melanochelys trijuga,Indian black turtle,Melanochelys,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Reddish brown todark brown , black"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Striped"", ""underside_colour"": ""Brown, yellow""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Decreasing""}",45.0,7.573,40.0,Wetlands,,,,180.0,,,Not Native,"Used as Pets/display animals, horticulture, Food - human. Hidden-necked retraction mechanism. Usually exhibits Crepuscular activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Invertebrates, Plants""}"
211t,Mesoclemmys dahli,Dahl's toad-headed turtle,Mesoclemmys,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Dark grayish , brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Unspecified""}",29.7,2.55,27.4,Wetlands,,,,120.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Amphibians, Invertebrates, Fish""}"
212t,Mesoclemmys gibba,Gibba turtle,Mesoclemmys,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Brown""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",23.3,1.632,16.9,Wetlands,,,,90.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Fish, Snail, Worms, Insect larvae""}"
213t,Mesoclemmys nasuta,Guyanan toad-headed turtle,Mesoclemmys,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Black""}, ""iucn_status"": ""Not Evaluated (as of 2024)"", ""iucn_trend"": ""Not Evaluated""}",31.71,3.451,13.5,Wetlands,,,,120.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Insects, Crustaceans, Snails, Clams, Raquilla (A Type Of Freshwater Crayfish), Amphibians, And Aquatic Plants""}"
214t,Mesoclemmys perplexa,Cerrado side-necked turtle,Mesoclemmys,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Black/Brown/Gray"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Tan""}, ""iucn_status"": ""Not Evaluated (as of 2024)"", ""iucn_trend"": ""Not Evaluated""}",21.4,1.042,,Wetlands,,,,80.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Fish, Insects, Snails, Tadpoles, Small Amphibians, Water Hyacinth, Water Floss, Locust Weed, Duckweed, Algae And Vegetables And Fruits""}"
215t,Mesoclemmys raniceps,Amazon toad-headed turtle,Mesoclemmys,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Black brown, brown""}, ""iucn_status"": ""Not Evaluated (as of 2024)"", ""iucn_trend"": ""Not Evaluated""}",37.2,1.91341897481489,,Wetlands,,,,150.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Crabs, Prawns, Apple Snails, Insects And Carrion""}"
216t,Mesoclemmys tuberculata,Tuberculate toad-headed turtle,Mesoclemmys,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Olive color, grayish green"", ""dorsal_colour"": ""Black"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow, brown""}, ""iucn_status"": ""Not Evaluated (as of 2024)"", ""iucn_trend"": ""Not Evaluated""}",30.0,1.936,,Wetlands,,,,120.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Consumes Earthworms, Fish, Molluscs, Freshwater Shrimp""}"
217t,Mesoclemmys vanderhaegei,Vanderhaege's toad-headed turtle,Mesoclemmys,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown , brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Grayish black""}, ""iucn_status"": ""Near Threatened (as of 2024)"", ""iucn_trend"": ""Unspecified""}",28.5,2.335,,Wetlands,,,,110.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Consumes Earthworms, Fish, Molluscs, Freshwater Shrimp""}"
218t,Mesoclemmys wermuthi,Wermuth’s toad-headed turtle,Mesoclemmys,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Black brown"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Dark brown""}, ""iucn_status"": ""Not Evaluated (as of 2024)"", ""iucn_trend"": ""Not Evaluated""}",33.8,1.0,,Wetlands,,,,130.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Insects, Mollusks, Crustaceans, Shellfish, Fish, Amphibians""}"
219t,Mesoclemmys zuliae,Zulia toad-headed turtle,Mesoclemmys,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown black"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Vulnerable (as of 2024)"", ""iucn_trend"": ""Unspecified""}",28.6,1.862,,Wetlands,,,,110.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Insects, Mollusks, Crustaceans, Shellfish, Fish, Amphibians""}"
220t,Morenia ocellata,Burmese eyed turtle,Morenia,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Dark brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Blotched/uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",23.9,1.58,,Forest/Marine Intertidal/Wetlands,,,,90.0,,,Not Native,"Used as Food - human, Other (free text). Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Omnivorous tending toward herbivory on aquatic plants""}"
221t,Morenia petersi,Indian eyed turtle,Morenia,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Black, yellow"", ""dorsal_colour"": ""Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Orange yellow""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",26.0,1.58,,Wetlands,,,,100.0,,,Not Native,Used as Food - human. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Invertebrates, Plants""}"
222t,Myuchelys bellii,"Bell's sawshelled turtle, Western sawshelled turtle",Myuchelys,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Grayish black"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Grayish black""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Unspecified""}",30.0,3.016,40.0,Wetlands,,,,120.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Crepuscular activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Invertebrates, Plants""}"
223t,Myuchelys georgesi,Bellinger river sawshelled turtle,Myuchelys,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown grayish"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Grey, brown""}, ""iucn_status"": ""Data Deficient (as of 2024)"", ""iucn_trend"": ""Unspecified""}",24.0,1.581,29.0,Wetlands,,,,90.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Invertebrates, Fish, Plants""}"
224t,Myuchelys latisternum,"Sawshelled turtle, Common sawshelled turtle",Myuchelys,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Grey, grayish black""}, ""iucn_status"": ""Not Evaluated (as of 2024)"", ""iucn_trend"": ""Not Evaluated""}",28.8,3.016,26.6,Forest/Savanna/Wetlands,,,,110.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Amphibians, Invertebrates, Fish, Plants""}"
225t,Myuchelys purvisi,Manning river sawshelled turtle,Myuchelys,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Khaki""}, ""iucn_status"": ""Data Deficient (as of 2024)"", ""iucn_trend"": ""Unspecified""}",24.0,1.754,26.0,Wetlands,,,,90.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""benthic invertebrates, algae, and both aquatic and terrestrial plant material, alongside small carrion""}"
226t,Natator depressus,Flatback turtle,Natator,Cheloniidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 5}}","{""turtle"": {""carapace_colour"": ""Dark grayish"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""White""}, ""iucn_status"": ""Data Deficient (as of 2024)"", ""iucn_trend"": ""Unspecified""}",100.0,90.0,100.0,Wetlands,,,,390.0,,,Not Native,Used as Null. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Primarily Carnivorous on marine inverteables""}"
227t,Nilssonia formosa,Burmese peacock softshell turtle,Nilssonia,Trionychidae,"{""turtle"": {""shell_type"": ""Softshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 5}}","{""turtle"": {""carapace_colour"": ""Brown , brown grayish"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""White""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",57.0,33.089318322722505,,Wetlands,,,,220.0,,,Not Native,Used as Food - human. Hidden-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Fish, Mollusks, Worms, Crustaceans""}"
228t,Nilssonia gangetica,Indian softshell turtle,Nilssonia,Trionychidae,"{""turtle"": {""shell_type"": ""Softshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 5}}","{""turtle"": {""carapace_colour"": ""Brown , brown grayish"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""White""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",94.0,58.757,14.0,Wetlands,,,,370.0,,,Not Native,Used as Food - human. Hidden-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Mollusks, Insects, Fish, Amphibians, Water Birds, Carrion, And Aquatic Plants""}"
229t,Nilssonia hurum,Indian peacock softshell turtle,Nilssonia,Trionychidae,"{""turtle"": {""shell_type"": ""Softshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 5}}","{""turtle"": {""carapace_colour"": ""Brown , brown grayish , black spot"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""White""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",60.0,27.0,30.0,Wetlands,,,,240.0,,,Not Native,Used as Food - human. Hidden-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Snails, Earthworms, Insects, Fish, Crustaceans, Amphibians, And A Few Aquatic Plants""}"
230t,Nilssonia leithii,Leith's softshell turtle,Nilssonia,Trionychidae,"{""turtle"": {""shell_type"": ""Softshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 5}}","{""turtle"": {""carapace_colour"": ""Brown , brown grayish"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""White, pink""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",64.0,29.4824485246576,,Wetlands,,,,250.0,,,Not Native,Used as Food - human. Hidden-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Invertebrates, Fish, Plants""}"
231t,Nilssonia nigricans,Black softshell turtle,Nilssonia,Trionychidae,"{""turtle"": {""shell_type"": ""Softshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 5}}","{""turtle"": {""carapace_colour"": ""Grayish brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""White""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",91.0,53.935,150.0,Wetlands,,,,360.0,,,Not Native,Used as Food - human. Hidden-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Invertebrates, Fish, Plants""}"
232t,Notochelys platynota,Malayan flat-shelled turtle,Notochelys,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown grayish"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Vulnerable (as of 2024)"", ""iucn_trend"": ""Decreasing""}",40.0,6.275,18.9,Forest/Wetlands,,,,160.0,,,Native,"Used as Food - human, Pets/display animals, horticulture. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Invertebrates, Fish, Plants""}"
233t,Orlitia borneensis,Malaysian giant turtle,Orlitia,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Black brown, grayish"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow to grayish white""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",80.0,75.0,30.0,Forest/Wetlands,,,,310.0,,,Not Native,"Used as Food - human, Medicine - human & veterinary, Pets/display animals, horticulture. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Omnivorous based on observations in the wild and in captivity""}"
234t,Palea steindachneri,Wattle-necked softshell turtle,Palea,Trionychidae,"{""turtle"": {""shell_type"": ""Softshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 5}}","{""turtle"": {""carapace_colour"": ""Dark grayish , grayish"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Grey""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",44.5,10.1,41.0,Forest/Wetlands,,,,180.0,,,Not Native,Used as Food - human. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Mollusks, Crustaceans And Fish And Shrimp For Food, But Also Eat Animal Carcasses""}"
