Order,Family,Species,"FishBase name",Occurrence,"Name(s) in Territory",Pictures
Eupercaria/misc,Lutjanidae,"Macolor niger","Black and white snapper",native,"Malay : Makolar hitam","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Manig_u0.jpg"", ""Open image"")"
Anguilliformes,Congridae,"Macrocephenchelys brachialis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mabra_u0.jpg"", ""Open image"")"
Cypriniformes,Xenocyprididae,"Macrochirichthys macrochirus","Long pectoral-fin minnow",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mamac_u2.jpg"", ""Open image"")"
Synbranchiformes,Mastacembelidae,"Macrognathus aculeatus","Lesser spiny eel",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Maacu_u0.gif"", ""Open image"")"
Synbranchiformes,Mastacembelidae,"Macrognathus circumcinctus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Macir_u1.jpg"", ""Open image"")"
Synbranchiformes,Mastacembelidae,"Macrognathus keithi",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Makei_u0.jpg"", ""Open image"")"
Synbranchiformes,Mastacembelidae,"Macrognathus maculatus","Frecklefin eel",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Mamac_f0.gif"", ""Open image"")"
Eupercaria/misc,Labridae,"Macropharyngodon meleagris","Blackspotted wrasse",native,"Malay : Nuri harimau","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mamel_u3.jpg"", ""Open image"")"
Anabantiformes,Osphronemidae,"Macropodus opercularis",Paradisefish,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Maope_u9.jpg"", ""Open image"")"
Synbranchiformes,Synbranchidae,"Macrotrema caligans",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Macal_u1.jpg"", ""Open image"")"
Myliobatiformes,Dasyatidae,"Maculabatis gerrardi","Sharpnose stingray",native,"Malay : Pari bintik putih","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Higer_u3.jpg"", ""Open image"")"
Myliobatiformes,Dasyatidae,"Maculabatis macrura",,native,,"No picture yet."
Carangiformes,Istiophoridae,"Makaira mazara","Indo-Pacific blue marlin",native,"Malay : Mersuji Pasifik biru","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mamaz_u2.jpg"", ""Open image"")"
Gadiformes,Macrouridae,"Malacocephalus laevis","Softhead grenadier",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Neaeq_u1.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Malayochela maassi",,native,,"No picture yet."
Ovalentaria/misc,Pseudochromidae,"Manonichthys alleni","Sabah dottyback",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Maall_f0.jpg"", ""Open image"")"
Synbranchiformes,Mastacembelidae,"Mastacembelus armatus","Zig-zag eel",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Maarm_ub.jpg"", ""Open image"")"
Synbranchiformes,Mastacembelidae,"Mastacembelus erythrotaenia","Fire eel",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Maery_u2.jpg"", ""Open image"")"
Synbranchiformes,Mastacembelidae,"Mastacembelus notophthalmus",,native,,"No picture yet."
Synbranchiformes,Mastacembelidae,"Mastacembelus unicolor",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Mauni_u0.gif"", ""Open image"")"
Tetraodontiformes,Molidae,"Masturus lanceolatus","Sharptail mola",native,"Malay : Matahari ekor","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Malan_u2.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Megalaspis cordyla","Torpedo scad",native,"Malay : Cincaru","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mecor_u3.jpg"", ""Open image"")"
Elopiformes,Megalopidae,"Megalops cyprinoides","Indo-Pacific tarpon",native,"Malay : Bulan bulan","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mecyp_u8.jpg"", ""Open image"")"
Myliobatiformes,Dasyatidae,"Megatrygon microps","Smalleye stingray",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Damic_f0.jpg"", ""Open image"")"
Blenniiformes,Blenniidae,"Meiacanthus abditus","Sulu fangblenny",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Meabd_u0.jpg"", ""Open image"")"
Blenniiformes,Blenniidae,"Meiacanthus ditrema","One-striped poison-fang blenny",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Medit_u3.jpg"", ""Open image"")"
Blenniiformes,Blenniidae,"Meiacanthus geminatus","Twin fangblenny",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Megem_u0.jpg"", ""Open image"")"
Beloniformes,Hemiramphidae,"Melapedalion breve","Philippine snubnose halfbeak",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Mebre_u0.gif"", ""Open image"")"
Tetraodontiformes,Balistidae,"Melichthys vidua","Pinktail triggerfish",native,"Malay : Jebong ekor ros","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mevid_u6.jpg"", ""Open image"")"
Carangaria/misc,Menidae,"Mene maculata",Moonfish,native,"Malay : Kapak","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Memac_u2.jpg"", ""Open image"")"
Syngnathiformes,Syngnathidae,"Micrognathus micronotopterus","Tidepool pipefish",native,,"No picture yet."
Siluriformes,Siluridae,"Micronema hexapterus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Krhex_u0.jpg"", ""Open image"")"
Siluriformes,Siluridae,"Micronema platypogon",,native,,"No picture yet."
Centrarchiformes,Centrarchidae,"Micropterus salmoides","Largemouth black bass",introduced,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Misal_u1.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Synanceiidae,"Minous monodactylus","Grey stingfish",native,"Malay : Depu-lebah abu","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mimon_u2.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Synanceiidae,"Minous trachycephalus","Striped stingfish",native,"Malay : Depu-lebah jalur","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mitra_u2.jpg"", ""Open image"")"
Perciformes/Serranoidei,Anthiadidae,"Mirolabrichthys pascalus","Amethyst anthias",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Pspas_u6.jpg"", ""Open image"")"
Myliobatiformes,Mobulidae,"Mobula eregoodoo","Longhorned pygmy devil ray",native,"Malay : Pari-paus kerdil","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Moere_u0.jpg"", ""Open image"")"
Myliobatiformes,Mobulidae,"Mobula kuhlii","Shortfin pygmy devil ray",native,"Malay : Pari-paus tanpa duri","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Mokuh_u0.gif"", ""Open image"")"
Myliobatiformes,Mobulidae,"Mobula mobular","Spinetail devil ray",native,"Malay : Pari-paus ekor duri","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Momob_u0.jpg"", ""Open image"")"
Tetraodontiformes,Molidae,"Mola mola","Ocean sunfish",native,"Malay : Matahari","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Momol_ug.jpg"", ""Open image"")"
Tetraodontiformes,Monacanthidae,"Monacanthus chinensis","Fan-bellied leatherjacket",native,"Malay : Barat-barat kipas","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mochi_u7.jpg"", ""Open image"")"
Trachichthyiformes,Monocentridae,"Monocentris japonica",Pineconefish,native,"Malay : Nenas","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mojap_u2.jpg"", ""Open image"")"
Eupercaria/misc,Monodactylidae,"Monodactylus argenteus","Silver moony",native,"Malay : Bawal-bulan perak","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Moarg_uc.jpg"", ""Open image"")"
Synbranchiformes,Synbranchidae,"Monopterus albus","Asian swamp eel",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Moalb_u5.jpg"", ""Open image"")"
Eupercaria/misc,Lethrinidae,"Monotaxis grandoculis","Humpnose big-eye bream",native,"Malay : Senoncing lolong","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mogra_u0.jpg"", ""Open image"")"
Eupercaria/misc,Lethrinidae,"Monotaxis heterodon","Redfin emperor",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mohet_u0.jpg"", ""Open image"")"
Mugiliformes,Mugilidae,"Moolgarda seheli","Bluespot mullet",native,"Malay : Kedera tanda biru","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Vaseh_u0.jpg"", ""Open image"")"
Mugiliformes,Mugilidae,"Mugil cephalus","Flathead grey mullet",native,"Malay : Andapong","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mucep_u4.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Mugilogobius mertoni","Chequered mangrove goby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mumer_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Mugilogobius rambaiae","Queen of Siam goby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Muram_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Mugilogobius tigrinus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mutig_u0.jpg"", ""Open image"")"
Mulliformes,Mullidae,"Mulloidichthys flavolineatus","Yellowstripe goatfish",native,"Malay : Biji nangka jalur kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mufla_u2.jpg"", ""Open image"")"
Anguilliformes,Muraenesocidae,"Muraenesox bagio","Common pike conger",native,"Malay : Malong biasa","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mubag_u2.jpg"", ""Open image"")"
Anguilliformes,Muraenesocidae,"Muraenesox cinereus","Daggertooth pike conger",native,"Malay : Malong perak","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mucin_u3.jpg"", ""Open image"")"
Carcharhiniformes,Triakidae,"Mustelus mosis","Arabian smooth-hound",native,"Malay : Yu-jaras Arab","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mumos_u2.jpg"", ""Open image"")"
Holocentriformes,Holocentridae,"Myripristis adusta","Shadowfin soldierfish",native,"Malay : Lolong-karang baying","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Myadu_u5.jpg"", ""Open image"")"
Holocentriformes,Holocentridae,"Myripristis berndti","Blotcheye soldierfish",native,"Malay : Lolong-karang tompok mata","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Myber_u0.jpg"", ""Open image"")"
Holocentriformes,Holocentridae,"Myripristis botche","Blacktip soldierfish",native,"Malay : Lolong-karang sirip tanda","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mybot_u0.jpg"", ""Open image"")"
Holocentriformes,Holocentridae,"Myripristis hexagona","Doubletooth soldierfish",native,"Malay : Lolong-karang sirip merah","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Myhex_u0.jpg"", ""Open image"")"
Holocentriformes,Holocentridae,"Myripristis kuntee","Shoulderbar soldierfish",native,"Malay : Lolong-karang coreng bahu","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mykun_u1.jpg"", ""Open image"")"
Holocentriformes,Holocentridae,"Myripristis murdjan","Pinecone soldierfish",native,"Malay : Lolong-karang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mymur_ud.jpg"", ""Open image"")"
Cypriniformes,Cyprinidae,"Mystacoleucus marginatus",,native,"Malay : Sia","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mymar_u1.jpg"", ""Open image"")"
Siluriformes,Bagridae,"Mystus armiger",,native,,"No picture yet."
Siluriformes,Bagridae,"Mystus castaneus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mycas_u0.jpg"", ""Open image"")"
Siluriformes,Bagridae,"Mystus gulio","Long whiskers catfish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mygul_u3.jpg"", ""Open image"")"
Siluriformes,Bagridae,"Mystus nigriceps","Twospot catfish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mynig_u1.jpg"", ""Open image"")"
Siluriformes,Bagridae,"Mystus singaringan",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mysin_u3.jpg"", ""Open image"")"
Siluriformes,Bagridae,"Mystus wolffii","Wolff's catfish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mywol_u1.jpg"", ""Open image"")"
Synbranchiformes,Chaudhuriidae,"Nagaichthys filipes",,native,,"No picture yet."
Anabantiformes,Nandidae,"Nandus nebulosus","Bornean leaffish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Naneb_u2.jpg"", ""Open image"")"
Anabantiformes,Nandidae,"Nandus prolixus",,native,,"No picture yet."
Siluriformes,Bagridae,"Nanobagrus fuscus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Psfus_uc.jpg"", ""Open image"")"
Siluriformes,Bagridae,"Nanobagrus lemniscatus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nalem_u0.jpg"", ""Open image"")"
Siluriformes,Bagridae,"Nanobagrus nebulosus",,endemic,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Naneb_u0.jpg"", ""Open image"")"
Torpediniformes,Narcinidae,"Narcine brunnea","Brown numbfish",native,"Malay : Pari-karan perang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nabru_u0.jpg"", ""Open image"")"
Torpediniformes,Narcinidae,"Narcine maculata","Darkfinned numbfish",native,"Malay : Pari-karan hitam","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Namac_u2.gif"", ""Open image"")"
Torpediniformes,Narcinidae,"Narcine timlei","Spotted numbfish",native,"Malay : Pari-karan ampai","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Natim_u1.jpg"", ""Open image"")"
Torpediniformes,Narkidae,"Narke dipterygia",Numbray,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nadip_u0.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Naso brachycentron","Humpback unicornfish",native,"Malay : Debam-taji bonggol","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nabra_u5.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Naso brevirostris","Spotted unicornfish",native,"Malay : Debam-taji bintik","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nabre_u4.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Naso hexacanthus","Sleek unicornfish",native,"Malay : Debam-taji enam spina","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nahex_u0.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Naso lituratus","Orangespine unicornfish",native,"Malay : Debam-taji jingga","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nalit_u9.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Naso lopezi","Elongate unicornfish",native,"Malay : Debam-taji tirus","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nalop_u2.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Naso thynnoides","Oneknife unicornfish",native,"Malay : Debam-taji satu","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nathy_u4.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Naso tonganus","Bulbnose unicornfish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Naton_u1.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Naso unicornis","Bluespine unicornfish",native,"Malay : Debam-taji tanduk","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nauni_u0.jpg"", ""Open image"")"
Acanthuriformes,Acanthuridae,"Naso vlamingii","Bignose unicornfish",native,"Malay : Debam-taji bonjol hidung","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Navla_u8.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Naucrates ductor",Pilotfish,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Naduc_u1.jpg"", ""Open image"")"
Orectolobiformes,Ginglymostomatidae,"Nebrius ferrugineus","Tawny nurse shark",native,"Malay : Yu semilang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nefer_u0.jpg"", ""Open image"")"
Kurtiformes,Apogonidae,"Nectamia bandanensis","Bigeye cardinalfish",native,"Malay : Sebekah mata besar","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Neban_ua.jpg"", ""Open image"")"
Kurtiformes,Apogonidae,"Nectamia ignitops","Fire-eye cardinalfish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Apban_u1.jpg"", ""Open image"")"
Kurtiformes,Apogonidae,"Nectamia savayensis","Samoan cardinalfish",native,"Malay : Sebekah pelana","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Apsav_u8.jpg"", ""Open image"")"
Kurtiformes,Apogonidae,"Nectamia similis","Similar cardinalfish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nesim_u2.jpg"", ""Open image"")"
Kurtiformes,Apogonidae,"Nectamia viria","Bracelet cardinalfish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nevir_u4.jpg"", ""Open image"")"
Carcharhiniformes,Carcharhinidae,"Negaprion acutidens","Sicklefin lemon shark",native,"Malay : Yu sirip sabit","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Neacu_u1.jpg"", ""Open image"")"
Cypriniformes,Nemacheilidae,"Nemacheilus elegantissimus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Neele_u0.jpg"", ""Open image"")"
Cypriniformes,Nemacheilidae,"Nemacheilus kapuasensis",,native,,"No picture yet."
Cypriniformes,Nemacheilidae,"Nemacheilus longipectoralis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nelon_l1.jpg"", ""Open image"")"
Cypriniformes,Nemacheilidae,"Nemacheilus masyae","Arrow loach",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nemas_u1.jpg"", ""Open image"")"
Cypriniformes,Nemacheilidae,"Nemacheilus olivaceus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Neoli_u0.jpg"", ""Open image"")"
Cypriniformes,Nemacheilidae,"Nemacheilus paucimaculatus",,native,,"No picture yet."
Cypriniformes,Nemacheilidae,"Nemacheilus saravacensis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nesar_u0.jpg"", ""Open image"")"
Cypriniformes,Nemacheilidae,"Nemacheilus selangoricus","Grey-banded loach",native,,"No picture yet."
Cypriniformes,Nemacheilidae,"Nemacheilus spiniferus",,native,,"No picture yet."
Cypriniformes,Danionidae,"Nematabramis alestes",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Neale_f0.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Nematabramis borneensis",,native,,"No picture yet."
Cypriniformes,Danionidae,"Nematabramis everetti","Sabah Danio",endemic,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Neeve_u0.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Nematabramis steindachnerii",,native,,"No picture yet."
Clupeiformes,Dorosomatidae,"Nematalosa come","Western Pacific gizzard shad",native,"Malay : Selangat nandong","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Necom_u0.jpg"", ""Open image"")"
Clupeiformes,Dorosomatidae,"Nematalosa galatheae","Galathea gizzard shad",native,"Malay : Selangat pias","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Negal_u0.gif"", ""Open image"")"
Clupeiformes,Dorosomatidae,"Nematalosa nasus","Bloch's gizzard shad",native,"Malay : Selangat belau","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nenas_u0.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Nemipterus aurora","Dawn threadfin bream",native,"Malay : Kerisi fajar","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Neaur_u6.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Nemipterus balinensoides","Dwarf threadfin bream",native,"Malay : Kerisi kerdil","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Nebal_u1.gif"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Nemipterus bathybius","Yellowbelly threadfin bream",native,"Malay : Kerisi perut kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nebat_u0.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Nemipterus bipunctatus","Delagoa threadfin bream",native,"Malay : Kerisi jalur cantum","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nebip_u2.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Nemipterus furcosus","Forktail threadfin bream",native,"Malay : Kerisi merah ros","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nefur_u3.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Nemipterus hexodon","Ornate threadfin bream",native,"Malay : Kerisi pelangi","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nehex_u3.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Nemipterus isacanthus","Teardrop threadfin bream",native,"Malay : Kerisi celak kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nemes_u0.jpg"", ""Open image"")"
Eupercaria/misc,Nemipteridae,"Nemipterus japonicus","Japanese threadfin bream",native,"Malay : Kerisi Jepun","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Nejap_u8.jpg"", ""Open image"")"
